opportunity_id,sales_agent,manager,regional_office,product,account,deal_stage,engage_date,close_date,close_value
4AS1VXQM,Vicki Laflamme,Celia Rouche,West,GTXPro,Rantouch,Won,2017-05-16,2017-09-07,5154
UW6FSSDK,Violet Mclelland,Cara Losch,East,MG Special,Acme Corporation,Lost,2017-05-16,2017-08-16,0
GYC77KNM,Wilburn Farren,Cara Losch,East,MG Advanced,Gekko & Co,Won,2017-05-16,2017-09-16,3483
XRO7PMA2,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,,Engaging,2017-05-17,,
HS58SPS7,Cassey Cress,Rocco Neubert,East,MG Special,Bubba Gump,Lost,2017-05-17,2017-05-25,0
5BGYQS4R,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Finhigh,Won,2017-05-17,2017-08-11,1110
YMS8IG4L,Donn Cantrell,Rocco Neubert,East,GTX Basic,Umbrella Corporation,Won,2017-05-17,2017-05-27,441
04OAV3CV,Elease Gluck,Celia Rouche,West,GTX Plus Pro,,Engaging,2017-05-17,,
NISR8D1V,Elease Gluck,Celia Rouche,West,GTX Basic,Hottechi,Won,2017-05-17,2017-08-08,553
T4MF2SMF,Hayden Neloms,Celia Rouche,West,MG Advanced,Scotfind,Won,2017-05-17,2017-06-04,3624
G6PDDHMN,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Genco Pura Olive Oil Company,Lost,2017-05-17,2017-05-31,0
S2GG93I6,Kami Bicknell,Summer Sewald,West,GTXPro,Faxquote,Lost,2017-05-17,2017-08-22,0
8GV0BQTU,Kary Hendrixson,Summer Sewald,West,MG Advanced,Xx-holding,Engaging,2017-05-17,,
I99AI8C5,Lajuana Vencill,Dustin Brinkmann,Central,MG Special,dambase,Lost,2017-05-17,2017-08-08,0
3SEMPUU1,Markita Hansen,Celia Rouche,West,GTXPro,Labdrill,Engaging,2017-05-17,,
8W87JE97,Markita Hansen,Celia Rouche,West,GTXPro,Konex,Lost,2017-05-17,2017-08-12,0
RQM0PS59,Markita Hansen,Celia Rouche,West,MG Special,J-Texon,Lost,2017-05-17,2017-08-18,0
483NKH0E,Markita Hansen,Celia Rouche,West,GTXPro,Plexzap,Won,2017-05-17,2017-08-18,4644
G6QI40AT,Rosie Papadopoulos,Cara Losch,East,MG Special,Umbrella Corporation,Lost,2017-05-17,2017-05-29,0
UQY5TEE8,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Codehow,Won,2017-05-17,2017-09-20,51
AXHNVQPQ,Vicki Laflamme,Celia Rouche,West,GTXPro,Golddex,Won,2017-05-17,2017-09-08,4573
N2KXGJO3,Violet Mclelland,Cara Losch,East,MG Advanced,Silis,Won,2017-05-17,2017-08-01,3033
DDP76LIP,Zane Levy,Summer Sewald,West,MG Special,Hatfan,Lost,2017-05-17,2017-05-26,0
43AH1M09,Anna Snelling,Dustin Brinkmann,Central,MG Special,Warephase,Lost,2017-05-18,2017-05-24,0
852ZZB90,Anna Snelling,Dustin Brinkmann,Central,MG Special,Ron-tech,Won,2017-05-18,2017-06-02,58
V2GGEAOC,Anna Snelling,Dustin Brinkmann,Central,MG Special,Streethex,Won,2017-05-18,2017-09-15,51
0Y8HO91H,Cassey Cress,Rocco Neubert,East,GTXPro,Massive Dynamic,Won,2017-05-18,2017-08-02,4873
0K59ZLQC,Corliss Cosme,Cara Losch,East,GTX Basic,Donquadtech,Engaging,2017-05-18,,
PNUBACZM,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Isdom,Won,2017-05-18,2017-06-07,4606
DPT11UGS,Donn Cantrell,Rocco Neubert,East,GTX Plus Basic,Iselectrics,Won,2017-05-18,2017-09-05,995
GQFRHJF6,Donn Cantrell,Rocco Neubert,East,GTXPro,Umbrella Corporation,Won,2017-05-18,2017-08-10,4581
S8ALJKKH,Garret Kinder,Cara Losch,East,GTXPro,Massive Dynamic,Won,2017-05-18,2017-08-14,4671
2BXYT4PD,Hayden Neloms,Celia Rouche,West,GTX Plus Pro,Funholding,Engaging,2017-05-18,,
2FMT1053,Hayden Neloms,Celia Rouche,West,MG Advanced,,Engaging,2017-05-18,,
HU970PDK,James Ascencio,Summer Sewald,West,GTX Plus Pro,Donquadtech,Engaging,2017-05-18,,
D85PDC6S,James Ascencio,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-05-18,,
7D75QXBD,Kary Hendrixson,Summer Sewald,West,GTX Plus Basic,Groovestreet,Engaging,2017-05-18,,
N3GVE0VP,Markita Hansen,Celia Rouche,West,GTK 500,,Engaging,2017-05-18,,
L71FBIF7,Marty Freudenburg,Melvin Marxen,Central,MG Special,Bioholding,Lost,2017-05-18,2017-09-10,0
HU6IS6Q2,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Pro,Domzoom,Won,2017-05-18,2017-06-11,5241
UXFEJC9Q,Maureen Marcano,Summer Sewald,West,GTX Plus Basic,Nam-zim,Won,2017-05-18,2017-05-22,1082
D4Z6IL8W,Niesha Huffines,Melvin Marxen,Central,GTX Basic,Rundofase,Won,2017-05-18,2017-06-05,616
OK39IHP1,Rosalina Dieter,Celia Rouche,West,MG Special,,Engaging,2017-05-18,,
5FG7S674,Rosie Papadopoulos,Cara Losch,East,MG Special,Zencorporation,Lost,2017-05-18,2017-08-14,0
KJXB9Q7O,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Finhigh,Lost,2017-05-18,2017-05-24,0
CX4ZLSDW,Wilburn Farren,Cara Losch,East,MG Special,,Engaging,2017-05-18,,
UFL6ZQDV,Zane Levy,Summer Sewald,West,GTX Basic,,Engaging,2017-05-18,,
KN3H2R4V,Zane Levy,Summer Sewald,West,GTX Basic,Y-corporation,Lost,2017-05-18,2017-06-25,0
20QTAZ1L,Zane Levy,Summer Sewald,West,MG Special,Lexiqvolax,Lost,2017-05-18,2017-05-23,0
NJCI3Y9S,Zane Levy,Summer Sewald,West,GTXPro,Condax,Won,2017-05-18,2017-06-03,4642
OATOYNX2,Anna Snelling,Dustin Brinkmann,Central,MG Special,Bioholding,Won,2017-05-19,2017-06-27,63
GAH11YHT,Boris Faz,Rocco Neubert,East,MG Advanced,Konex,Lost,2017-05-19,2017-05-20,0
FT8227WB,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Zencorporation,Lost,2017-05-19,2017-06-01,0
0XHTFQE8,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Betasoloin,Won,2017-05-19,2017-08-19,1131
6I76NXTK,Corliss Cosme,Cara Losch,East,GTX Basic,Ganjaflex,Won,2017-05-19,2017-09-04,503
0FLFT1R4,Corliss Cosme,Cara Losch,East,GTX Basic,Massive Dynamic,Won,2017-05-19,2017-08-03,516
QX4VN0WB,Daniell Hammack,Rocco Neubert,East,GTX Basic,Mathtouch,Won,2017-05-19,2017-09-01,592
14V0RQBV,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Toughzap,Lost,2017-05-19,2017-08-27,0
2G82J8WD,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Warephase,Won,2017-05-19,2017-09-11,4914
00KY25OA,Donn Cantrell,Rocco Neubert,East,GTX Basic,Condax,Won,2017-05-19,2017-06-01,564
QDDD0L2Y,Elease Gluck,Celia Rouche,West,MG Special,Kan-code,Lost,2017-05-19,2017-05-27,0
6TN4T6HN,Hayden Neloms,Celia Rouche,West,GTX Plus Basic,Golddex,Won,2017-05-19,2017-06-01,964
VA2JJZXD,Jonathan Berthelot,Melvin Marxen,Central,GTXPro,Rundofase,Lost,2017-05-19,2017-09-09,0
MQY3YOQS,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Funholding,Won,2017-05-19,2017-06-02,583
MGD7DZAU,Kami Bicknell,Summer Sewald,West,GTX Basic,Globex Corporation,Engaging,2017-05-19,,
BRFHWGVC,Kary Hendrixson,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-05-19,,
3YWITFR5,Lajuana Vencill,Dustin Brinkmann,Central,GTX Basic,Ron-tech,Won,2017-05-19,2017-08-15,440
BEKQZ411,Moses Frase,Dustin Brinkmann,Central,MG Special,Inity,Won,2017-05-19,2017-08-31,58
PK0T5N02,Reed Clapper,Rocco Neubert,East,GTX Plus Basic,Initech,Won,2017-05-19,2017-05-26,1093
8Z4ZMS9U,Violet Mclelland,Cara Losch,East,MG Advanced,,Engaging,2017-05-19,,
DTSCBNCX,Violet Mclelland,Cara Losch,East,GTX Plus Basic,Donquadtech,Lost,2017-05-19,2017-08-12,0
TUDKP25E,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Rangreen,Lost,2017-05-20,2017-08-01,0
JL9ERNVY,Boris Faz,Rocco Neubert,East,GTX Plus Pro,,Engaging,2017-05-20,,
E1OBRLYZ,Boris Faz,Rocco Neubert,East,GTX Basic,Zencorporation,Won,2017-05-20,2017-05-27,529
913RPKAD,Cassey Cress,Rocco Neubert,East,GTXPro,Sumace,Won,2017-05-20,2017-05-24,4839
JM5GDLEF,Corliss Cosme,Cara Losch,East,GTXPro,,Engaging,2017-05-20,,
NJC209SC,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Cancity,Won,2017-05-20,2017-09-27,5961
MMUC1AXI,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Gogozoom,Won,2017-05-20,2017-08-09,5647
X66G66ZA,Darcel Schlecht,Melvin Marxen,Central,MG Special,Toughzap,Won,2017-05-20,2017-08-18,56
PI2PHSBE,Donn Cantrell,Rocco Neubert,East,GTX Basic,Zencorporation,Lost,2017-05-20,2017-08-05,0
CYKC7RXH,Donn Cantrell,Rocco Neubert,East,GTXPro,Kan-code,Lost,2017-05-20,2017-08-06,0
WXRWSVTT,Garret Kinder,Cara Losch,East,GTX Basic,Kan-code,Won,2017-05-20,2017-08-18,492
81NOKKSW,Gladys Colclough,Melvin Marxen,Central,MG Special,Statholdings,Won,2017-05-20,2017-08-31,68
CP3JY4PE,Hayden Neloms,Celia Rouche,West,MG Advanced,Groovestreet,Won,2017-05-20,2017-09-14,3728
K2683261,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Plusstrip,Won,2017-05-20,2017-09-13,1082
MPCJV2LA,Kary Hendrixson,Summer Sewald,West,GTX Plus Basic,Hatfan,Lost,2017-05-20,2017-08-21,0
0DDBDPJU,Lajuana Vencill,Dustin Brinkmann,Central,GTX Basic,Funholding,Won,2017-05-20,2017-08-05,557
RXIQFV8D,Niesha Huffines,Melvin Marxen,Central,MG Special,Dontechi,Won,2017-05-20,2017-08-09,60
5RGYU88R,Versie Hillebrand,Dustin Brinkmann,Central,GTX Plus Pro,Scottech,Won,2017-05-20,2017-05-25,5046
F3P73EG4,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Gogozoom,Won,2017-05-20,2017-08-04,53
CRLWCEMY,Versie Hillebrand,Dustin Brinkmann,Central,MG Advanced,Stanredtax,Won,2017-05-20,2017-06-10,2807
3590U14O,Vicki Laflamme,Celia Rouche,West,GTXPro,Plexzap,Lost,2017-05-20,2017-08-23,0
CFOYAHQ1,Zane Levy,Summer Sewald,West,GTXPro,Plusstrip,Lost,2017-05-20,2017-05-30,0
IQ5ASHI1,Anna Snelling,Dustin Brinkmann,Central,GTX Basic,Bioholding,Won,2017-05-21,2017-08-11,475
G378ZBNC,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Ron-tech,Won,2017-05-21,2017-08-03,3031
6ZVC87CV,Boris Faz,Rocco Neubert,East,MG Special,Ontomedia,Won,2017-05-21,2017-08-09,53
4Y1DYANE,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Xx-zobam,Won,2017-05-21,2017-06-04,1112
CX0SXNCN,Corliss Cosme,Cara Losch,East,GTX Basic,Treequote,Engaging,2017-05-21,,
PGYBGBU3,Daniell Hammack,Rocco Neubert,East,GTXPro,Yearin,Won,2017-05-21,2017-09-11,4491
GQPQ6XBD,Elease Gluck,Celia Rouche,West,GTX Basic,Blackzim,Won,2017-05-21,2017-06-06,562
G4KL8QWY,James Ascencio,Summer Sewald,West,GTX Basic,Rantouch,Won,2017-05-21,2017-06-04,593
GIVVPRQQ,Jonathan Berthelot,Melvin Marxen,Central,GTXPro,Hottechi,Won,2017-05-21,2017-08-30,4606
JF178AXO,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Faxquote,Won,2017-05-21,2017-08-11,1100
43NBMRFY,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Scotfind,Won,2017-05-21,2017-08-18,1198
RE3UNESR,Kary Hendrixson,Summer Sewald,West,GTX Basic,,Engaging,2017-05-21,,
PPUSV3RG,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-05-21,,
UQ67214Z,Lajuana Vencill,Dustin Brinkmann,Central,MG Advanced,Dontechi,Won,2017-05-21,2017-08-20,3250
HDITQL1S,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Treequote,Won,2017-05-21,2017-09-05,2785
1WPONGOS,Maureen Marcano,Summer Sewald,West,MG Special,Scotfind,Won,2017-05-21,2017-08-11,49
UF0S02A4,Moses Frase,Dustin Brinkmann,Central,MG Advanced,Inity,Lost,2017-05-21,2017-05-25,0
ZG1DFNPW,Moses Frase,Dustin Brinkmann,Central,GTX Basic,Bioholding,Won,2017-05-21,2017-09-15,547
SS9FXCS2,Niesha Huffines,Melvin Marxen,Central,MG Special,Bioholding,Won,2017-05-21,2017-08-01,57
SHE8LB0Y,Rosalina Dieter,Celia Rouche,West,MG Special,Fasehatice,Lost,2017-05-21,2017-08-08,0
9D6NTQ16,Rosalina Dieter,Celia Rouche,West,MG Special,Y-corporation,Lost,2017-05-21,2017-08-06,0
59N6QWQM,Vicki Laflamme,Celia Rouche,West,MG Advanced,Sonron,Lost,2017-05-21,2017-05-23,0
ZHKJIJA1,Vicki Laflamme,Celia Rouche,West,GTX Basic,Cheers,Won,2017-05-21,2017-08-05,572
SDL8MJ4R,Violet Mclelland,Cara Losch,East,MG Special,Ontomedia,Won,2017-05-21,2017-06-10,48
G86OKJFV,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Pro,Isdom,Lost,2017-05-22,2017-05-31,0
WM7XURV6,Corliss Cosme,Cara Losch,East,GTX Plus Basic,Groovestreet,Engaging,2017-05-22,,
6I125KPN,Daniell Hammack,Rocco Neubert,East,MG Advanced,,Engaging,2017-05-22,,
HUCB9WIQ,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Conecom,Lost,2017-05-22,2017-09-08,0
R8CMI00I,Garret Kinder,Cara Losch,East,GTX Basic,Kan-code,Won,2017-05-22,2017-06-06,555
T7HHH8HK,Garret Kinder,Cara Losch,East,GTX Basic,Konex,Won,2017-05-22,2017-09-02,476
2YLXKON1,Hayden Neloms,Celia Rouche,West,MG Advanced,,Engaging,2017-05-22,,
407NLHJH,James Ascencio,Summer Sewald,West,GTX Plus Basic,Labdrill,Won,2017-05-22,2017-06-14,1090
ZJQKUIZ4,Kary Hendrixson,Summer Sewald,West,MG Special,Opentech,Engaging,2017-05-22,,
KD63LC6D,Kary Hendrixson,Summer Sewald,West,GTX Basic,Condax,Won,2017-05-22,2017-09-25,584
WS3BIQ4S,Markita Hansen,Celia Rouche,West,GTX Plus Pro,,Engaging,2017-05-22,,
TB27K4GC,Markita Hansen,Celia Rouche,West,GTK 500,Finjob,Won,2017-05-22,2017-08-14,24745
U177IWW0,Maureen Marcano,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-05-22,,
VN8YFKTN,Reed Clapper,Rocco Neubert,East,GTXPro,Condax,Lost,2017-05-22,2017-05-25,0
NFFS1KSK,Reed Clapper,Rocco Neubert,East,GTX Basic,Zotware,Won,2017-05-22,2017-05-27,512
SWEQFKRF,Rosie Papadopoulos,Cara Losch,East,GTXPro,,Engaging,2017-05-22,,
V1T47SKL,Vicki Laflamme,Celia Rouche,West,MG Special,Zoomit,Won,2017-05-22,2017-06-07,60
LFPY1Z14,Zane Levy,Summer Sewald,West,GTXPro,Hottechi,Lost,2017-05-22,2017-09-07,0
M6IGBW79,Zane Levy,Summer Sewald,West,GTX Plus Basic,Dalttechnology,Won,2017-05-22,2017-08-08,1088
HYSOZRCG,Boris Faz,Rocco Neubert,East,GTX Plus Basic,,Engaging,2017-05-23,,
41RF80KQ,Boris Faz,Rocco Neubert,East,GTX Plus Pro,,Engaging,2017-05-23,,
CYB0NUCJ,Cassey Cress,Rocco Neubert,East,MG Special,,Engaging,2017-05-23,,
2QGI573A,Corliss Cosme,Cara Losch,East,GTX Basic,The New York Inquirer,Won,2017-05-23,2017-05-26,463
QW4QPPSY,Donn Cantrell,Rocco Neubert,East,GTX Plus Basic,Gekko & Co,Won,2017-05-23,2017-08-24,877
99L2TNR5,Gladys Colclough,Melvin Marxen,Central,MG Advanced,Hottechi,Won,2017-05-23,2017-08-24,3339
3H3TNCP5,James Ascencio,Summer Sewald,West,GTX Plus Basic,Condax,Engaging,2017-05-23,,
J8Y1OGY2,Jonathan Berthelot,Melvin Marxen,Central,MG Special,Finhigh,Lost,2017-05-23,2017-05-28,0
7SJD7M9K,Jonathan Berthelot,Melvin Marxen,Central,GTXPro,Funholding,Won,2017-05-23,2017-08-20,4180
OKNOWHS3,Kary Hendrixson,Summer Sewald,West,GTX Plus Basic,Labdrill,Lost,2017-05-23,2017-08-02,0
VO8WTDHE,Markita Hansen,Celia Rouche,West,GTX Basic,Hatfan,Lost,2017-05-23,2017-05-26,0
5FX5TX9L,Markita Hansen,Celia Rouche,West,GTX Plus Pro,Hatfan,Won,2017-05-23,2017-08-14,4642
TLT4JJ0U,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Warephase,Lost,2017-05-23,2017-09-13,0
RA77E84P,Niesha Huffines,Melvin Marxen,Central,GTX Basic,Globex Corporation,Won,2017-05-23,2017-09-08,578
7U225819,Versie Hillebrand,Dustin Brinkmann,Central,MG Advanced,Gogozoom,Won,2017-05-23,2017-08-11,3285
075SHVO3,Vicki Laflamme,Celia Rouche,West,MG Special,Plexzap,Lost,2017-05-23,2017-08-12,0
HHNFD7DX,Violet Mclelland,Cara Losch,East,GTX Plus Basic,Xx-zobam,Lost,2017-05-23,2017-08-29,0
PA55AGYL,Zane Levy,Summer Sewald,West,GTXPro,Cheers,Won,2017-05-23,2017-05-31,5212
V93ZA48C,Cassey Cress,Rocco Neubert,East,GTX Basic,Donware,Won,2017-05-24,2017-09-24,614
TR3TXXHF,Cassey Cress,Rocco Neubert,East,GTX Plus Pro,Bubba Gump,Won,2017-05-24,2017-09-13,5778
11V16SZZ,Corliss Cosme,Cara Losch,East,GTX Basic,Labdrill,Engaging,2017-05-24,,
SURL8H49,Donn Cantrell,Rocco Neubert,East,MG Advanced,Bubba Gump,Won,2017-05-24,2017-09-10,3521
3IWUUUCN,Elease Gluck,Celia Rouche,West,GTXPro,,Engaging,2017-05-24,,
POXC3DA1,Garret Kinder,Cara Losch,East,GTX Plus Pro,Kinnamplus,Lost,2017-05-24,2017-09-21,0
KMGXUADZ,Gladys Colclough,Melvin Marxen,Central,GTXPro,Rundofase,Won,2017-05-24,2017-08-06,5109
K7TV5UBZ,James Ascencio,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-05-24,,
X5IZZ69D,James Ascencio,Summer Sewald,West,GTX Basic,Doncon,Lost,2017-05-24,2017-06-20,0
X58FLJ8K,James Ascencio,Summer Sewald,West,GTX Plus Pro,Lexiqvolax,Won,2017-05-24,2017-09-18,5190
IDBXD4OU,Kary Hendrixson,Summer Sewald,West,GTX Basic,Scotfind,Lost,2017-05-24,2017-08-22,0
TDNJDFU6,Kary Hendrixson,Summer Sewald,West,GTXPro,Zoomit,Lost,2017-05-24,2017-08-13,0
KIMUGBN5,Lajuana Vencill,Dustin Brinkmann,Central,MG Advanced,Dontechi,Lost,2017-05-24,2017-08-14,0
4G0X8VHP,Markita Hansen,Celia Rouche,West,MG Advanced,Y-corporation,Engaging,2017-05-24,,
6BIZ2MB6,Maureen Marcano,Summer Sewald,West,MG Special,,Engaging,2017-05-24,,
7U81B9AQ,Maureen Marcano,Summer Sewald,West,GTX Plus Basic,Goodsilron,Won,2017-05-24,2017-09-27,940
WGSS08LF,Niesha Huffines,Melvin Marxen,Central,GTXPro,dambase,Lost,2017-05-24,2017-08-26,0
WC8KQJV9,Rosalina Dieter,Celia Rouche,West,GTX Basic,Goodsilron,Won,2017-05-24,2017-08-06,647
FENOSL5C,Vicki Laflamme,Celia Rouche,West,GTX Plus Pro,Condax,Won,2017-05-24,2017-08-17,6206
PQ3CLZ2N,Violet Mclelland,Cara Losch,East,MG Advanced,Massive Dynamic,Won,2017-05-24,2017-09-10,3158
N4ZJ2PJT,Wilburn Farren,Cara Losch,East,MG Advanced,Donware,Won,2017-05-24,2017-08-19,2699
32A5TJ6D,Anna Snelling,Dustin Brinkmann,Central,MG Special,Domzoom,Lost,2017-05-25,2017-08-13,0
HZCF65PU,Boris Faz,Rocco Neubert,East,GTX Plus Basic,Plussunin,Won,2017-05-25,2017-08-04,1302
TCTLOMKP,Cassey Cress,Rocco Neubert,East,MG Advanced,Bioplex,Won,2017-05-25,2017-06-27,2993
O0NCMYX9,Cecily Lampkin,Dustin Brinkmann,Central,GTX Basic,Betatech,Won,2017-05-25,2017-06-05,460
0STR2QEA,Corliss Cosme,Cara Losch,East,GTX Plus Pro,Inity,Engaging,2017-05-25,,
HELQUZNO,Corliss Cosme,Cara Losch,East,GTX Basic,Konex,Won,2017-05-25,2017-09-25,616
V7DHDF8V,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Scottech,Lost,2017-05-25,2017-08-07,0
A3OROHUS,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Globex Corporation,Won,2017-05-25,2017-08-14,4270
CXYWGOPF,Donn Cantrell,Rocco Neubert,East,GTXPro,Ontomedia,Lost,2017-05-25,2017-08-21,0
DLQTM07N,Gladys Colclough,Melvin Marxen,Central,GTXPro,Treequote,Won,2017-05-25,2017-08-22,4787
Y2EC6KYG,Hayden Neloms,Celia Rouche,West,MG Advanced,,Engaging,2017-05-25,,
SUXDAQNV,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Statholdings,Lost,2017-05-25,2017-08-28,0
ZT2NKCV5,Jonathan Berthelot,Melvin Marxen,Central,MG Special,Hottechi,Won,2017-05-25,2017-05-31,55
I4YPNNTU,Jonathan Berthelot,Melvin Marxen,Central,MG Advanced,Funholding,Won,2017-05-25,2017-08-09,3808
2PI827MA,Kary Hendrixson,Summer Sewald,West,GTXPro,,Engaging,2017-05-25,,
KOYW9WIV,Lajuana Vencill,Dustin Brinkmann,Central,GTX Basic,Rundofase,Won,2017-05-25,2017-09-23,483
JRAAPD3L,Lajuana Vencill,Dustin Brinkmann,Central,MG Advanced,Warephase,Won,2017-05-25,2017-09-16,3727
21JDZDNJ,Markita Hansen,Celia Rouche,West,GTXPro,Faxquote,Won,2017-05-25,2017-08-14,4738
EP0H3SJO,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Ron-tech,Won,2017-05-25,2017-08-04,1275
GIP11NY3,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Treequote,Won,2017-05-25,2017-08-19,3428
7X1D49TU,Moses Frase,Dustin Brinkmann,Central,MG Special,Conecom,Lost,2017-05-25,2017-09-11,0
PDXFONE0,Reed Clapper,Rocco Neubert,East,GTXPro,Mathtouch,Won,2017-05-25,2017-06-07,5420
77WSI0TH,Rosalina Dieter,Celia Rouche,West,MG Special,Dalttechnology,Lost,2017-05-25,2017-08-28,0
DJDVV89L,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Dontechi,Won,2017-05-25,2017-06-11,59
ZK4S74FD,Vicki Laflamme,Celia Rouche,West,GTX Plus Pro,Singletechno,Engaging,2017-05-25,,
E5V4WT18,Vicki Laflamme,Celia Rouche,West,MG Special,Genco Pura Olive Oil Company,Engaging,2017-05-25,,
CYSF0YQN,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Dontechi,Lost,2017-05-26,2017-08-15,0
HEK08UMI,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Rangreen,Lost,2017-05-26,2017-08-19,0
7AXR8U55,Boris Faz,Rocco Neubert,East,MG Advanced,,Engaging,2017-05-26,,
GRRY4DQR,Boris Faz,Rocco Neubert,East,GTX Basic,Silis,Won,2017-05-26,2017-09-15,561
S3JAC8GQ,Boris Faz,Rocco Neubert,East,GTX Plus Basic,Zathunicon,Won,2017-05-26,2017-08-10,1354
E3JP7HCX,Cassey Cress,Rocco Neubert,East,MG Special,The New York Inquirer,Won,2017-05-26,2017-09-18,44
FF5G00YD,Corliss Cosme,Cara Losch,East,GTX Basic,Mathtouch,Won,2017-05-26,2017-09-18,560
5975TDTI,Corliss Cosme,Cara Losch,East,GTXPro,Donquadtech,Won,2017-05-26,2017-06-09,5324
7X0T2QOL,Hayden Neloms,Celia Rouche,West,MG Advanced,,Engaging,2017-05-26,,
7KKFQ7LX,Hayden Neloms,Celia Rouche,West,MG Advanced,,Engaging,2017-05-26,,
IBZI95HI,James Ascencio,Summer Sewald,West,GTX Plus Basic,Zoomit,Engaging,2017-05-26,,
3ATYY665,Kami Bicknell,Summer Sewald,West,GTXPro,Conecom,Engaging,2017-05-26,,
GZU4ZSFE,Kami Bicknell,Summer Sewald,West,GTXPro,Faxquote,Won,2017-05-26,2017-09-23,4924
E4KL4NGF,Kary Hendrixson,Summer Sewald,West,GTX Basic,Golddex,Won,2017-05-26,2017-08-07,571
QCH2R1VO,Kary Hendrixson,Summer Sewald,West,MG Advanced,Konex,Won,2017-05-26,2017-08-12,4022
SH6F6COK,Lajuana Vencill,Dustin Brinkmann,Central,GTX Basic,Rundofase,Lost,2017-05-26,2017-08-12,0
KOJ4SQ1T,Maureen Marcano,Summer Sewald,West,MG Special,Groovestreet,Lost,2017-05-26,2017-08-22,0
DMUQAWQH,Maureen Marcano,Summer Sewald,West,GTX Plus Basic,Faxquote,Won,2017-05-26,2017-06-12,1030
C2RL3DUQ,Moses Frase,Dustin Brinkmann,Central,MG Advanced,Bioholding,Lost,2017-05-26,2017-08-09,0
2LTS2CL8,Niesha Huffines,Melvin Marxen,Central,MG Special,Streethex,Lost,2017-05-26,2017-05-31,0
113O9JCA,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Codehow,Lost,2017-05-26,2017-09-09,0
54XWHO19,Vicki Laflamme,Celia Rouche,West,GTX Basic,Hatfan,Lost,2017-05-26,2017-08-03,0
09RN3MHV,Vicki Laflamme,Celia Rouche,West,GTXPro,Kan-code,Won,2017-05-26,2017-09-21,5074
EPSIB2JR,Violet Mclelland,Cara Losch,East,MG Special,Zoomit,Engaging,2017-05-26,,
YW14K7PE,Wilburn Farren,Cara Losch,East,GTX Plus Pro,Vehement Capital Partners,Won,2017-05-26,2017-09-23,5198
G1L2YY5P,Zane Levy,Summer Sewald,West,GTX Basic,,Engaging,2017-05-26,,
9UYUV724,Zane Levy,Summer Sewald,West,GTX Plus Pro,Faxquote,Lost,2017-05-26,2017-09-06,0
UZI6MKVR,Anna Snelling,Dustin Brinkmann,Central,MG Special,Betatech,Lost,2017-05-27,2017-08-24,0
N1H9ILZ9,Anna Snelling,Dustin Brinkmann,Central,GTX Basic,Conecom,Won,2017-05-27,2017-09-03,576
V8RYC18P,Anna Snelling,Dustin Brinkmann,Central,MG Special,Stanredtax,Won,2017-05-27,2017-08-21,57
5OQELHMF,Cassey Cress,Rocco Neubert,East,GTXPro,Konex,Lost,2017-05-27,2017-08-14,0
NCF4DT7H,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,Condax,Lost,2017-05-27,2017-06-05,0
DC2JL47C,Daniell Hammack,Rocco Neubert,East,GTXPro,Dontechi,Engaging,2017-05-27,,
